path	size_bytes	compressed_bytes
res/drawable-xxhdpi-v4/login.png	1064	1064
res/drawable-xxhdpi-v4/logout.png	775	775
res/drawable-xxhdpi-v4/messenger_bubble_large_blue.png	1192	1192
res/drawable-xxhdpi-v4/messenger_bubble_large_white.png	993	993
res/drawable-xxhdpi-v4/messenger_bubble_small_blue.png	1043	1043
res/drawable-xxhdpi-v4/messenger_bubble_small_white.png	890	890
res/drawable-xxhdpi-v4/messenger_button_send_round_shadow.png	5226	5226
res/drawable-xxhdpi-v4/rank.png	1906	1906
res/drawable-xxhdpi-v4/resettime.png	1387	1387
res/drawable-xxhdpi-v4/score.png	962	962
res/drawable-xxhdpi-v4/score_white.png	1006	1006
res/drawable-xxhdpi-v4/setting.png	1032	1032
res/drawable-xxhdpi-v4/skip.png	815	815
res/drawable-xxhdpi-v4/spin_banner.png	117034	117034
res/drawable-xxhdpi-v4/unlock.png	392	392
res/drawable-xxhdpi-v4/user.png	992	992
res/drawable-xxhdpi-v4/vs.png	1368	1368
res/drawable-xxhdpi-v4/wheel2.png	3416	3416
res/drawable-xxxhdpi-v4/abc_btn_check_to_on_mtrl_000.png	275	275
res/drawable-xxxhdpi-v4/abc_btn_check_to_on_mtrl_015.png	476	476
res/drawable-xxxhdpi-v4/abc_btn_radio_to_on_mtrl_000.png	785	785
res/drawable-xxxhdpi-v4/abc_btn_radio_to_on_mtrl_015.png	946	946
res/drawable-xxxhdpi-v4/abc_btn_switch_to_on_mtrl_00001.9.png	2505	2505
res/drawable-xxxhdpi-v4/abc_btn_switch_to_on_mtrl_00012.9.png	2816	2816
res/drawable-xxxhdpi-v4/abc_scrubber_control_to_pressed_mtrl_000.png	415	415
res/drawable-xxxhdpi-v4/abc_scrubber_control_to_pressed_mtrl_005.png	631	631
res/drawable-xxxhdpi-v4/abc_spinner_mtrl_am_alpha.9.png	430	430
res/drawable-xxxhdpi-v4/abc_switch_track_mtrl_alpha.9.png	813	813
res/drawable-xxxhdpi-v4/abc_tab_indicator_mtrl_alpha.9.png	202	202
res/drawable-xxxhdpi-v4/abc_text_select_handle_left_mtrl.png	513	513
res/drawable-xxxhdpi-v4/abc_text_select_handle_right_mtrl.png	513	513
res/drawable-xxxhdpi-v4/audiencepool.png	1908	1908
res/drawable-xxxhdpi-v4/coins.png	1034	1034
res/drawable-xxxhdpi-v4/coins_wjite.png	1034	1034
res/drawable-xxxhdpi-v4/correct.png	1822	1822
res/drawable-xxxhdpi-v4/fiftyfifty.png	1777	1777
res/drawable-xxxhdpi-v4/fireworkers.png	12123	12123
res/drawable-xxxhdpi-v4/ic_flip_24.png	398	398
res/drawable-xxxhdpi-v4/ic_launcher.png	2764	2764
res/drawable-xxxhdpi-v4/ic_rotate_left_24.png	991	991
res/drawable-xxxhdpi-v4/ic_rotate_right_24.png	988	988
res/drawable-xxxhdpi-v4/incorrect.png	1975	1975
res/drawable-xxxhdpi-v4/leaderboard.png	1094	1094
res/drawable-xxxhdpi-v4/lock.png	445	445
res/drawable-xxxhdpi-v4/login.png	1300	1300
res/drawable-xxxhdpi-v4/logout.png	1006	1006
res/drawable-xxxhdpi-v4/rank.png	2573	2573
res/drawable-xxxhdpi-v4/resettime.png	1759	1759
res/drawable-xxxhdpi-v4/score.png	1277	1277
res/drawable-xxxhdpi-v4/score_white.png	1319	1319
res/drawable-xxxhdpi-v4/setting.png	1275	1275
res/drawable-xxxhdpi-v4/skip.png	966	966
res/drawable-xxxhdpi-v4/spin_banner.png	190833	190833
res/drawable-xxxhdpi-v4/unlock.png	444	444
res/drawable-xxxhdpi-v4/user.png	2050	2050
res/drawable-xxxhdpi-v4/vs.png	1784	1784
res/drawable/$avd_hide_password__0.xml	1176	520
res/drawable/$avd_hide_password__1.xml	592	311
res/drawable/$avd_hide_password__2.xml	556	295
res/drawable/$avd_show_password__0.xml	1136	501
res/drawable/$avd_show_password__1.xml	592	310
res/drawable/$avd_show_password__2.xml	556	296
res/drawable/$ic_defeat__0.xml	788	358
res/drawable/$ic_defeat__1.xml	788	356
res/drawable/$ic_defeat__2.xml	788	356
res/drawable/$ic_defeat__3.xml	788	356
res/drawable/$ic_new_coins__0.xml	788	354
res/drawable/$ic_new_coins__1.xml	788	350
res/drawable/$ic_new_coins__2.xml	788	353
res/drawable/$ic_new_leaderboard__0.xml	788	351
res/drawable/$ic_new_points__0.xml	788	355
res/drawable/$ic_new_points__1.xml	788	356
res/drawable/$ic_new_points__2.xml	788	352
res/drawable/$ic_new_points__3.xml	788	353
res/drawable/$ic_new_points__4.xml	788	353
res/drawable/$ic_new_points__5.xml	788	351
res/drawable/$ic_new_points__6.xml	788	353
res/drawable/$ic_new_points__7.xml	788	355
res/drawable/$ic_ranka__0.xml	788	352
res/drawable/$ic_ranka__1.xml	788	357
res/drawable/$ic_ranka__2.xml	788	353
res/drawable/$ic_rankb__0.xml	788	351
res/drawable/$ic_rankb__1.xml	788	354
res/drawable/$ic_rankb__2.xml	788	358
res/drawable/$ic_rankc__0.xml	788	357
res/drawable/$ic_rankc__1.xml	788	359
res/drawable/$ic_rankc__2.xml	788	355
res/drawable/$ic_sadpuppy__0.xml	788	353
res/drawable/$ic_sadpuppy__1.xml	788	354
res/drawable/$ic_victory__0.xml	1088	418
res/drawable/$ic_victory__1.xml	988	398
res/drawable/$ic_victory__2.xml	1088	418
res/drawable/$ic_victory__3.xml	1088	417
res/drawable/$ic_victory__4.xml	788	343
res/drawable/$ic_vs__0.xml	788	354
res/drawable/$ic_vs__1.xml	788	354
res/drawable/$ic_vs__2.xml	788	358
res/drawable/$ic_vs__3.xml	788	357
res/drawable/abc_btn_borderless_material.xml	588	252
res/drawable/abc_btn_check_material.xml	464	230
res/drawable/abc_btn_check_material_anim.xml	816	346
res/drawable/abc_btn_default_mtrl_shape.xml	932	394
res/drawable/abc_btn_radio_material.xml	464	230
res/drawable/abc_btn_radio_material_anim.xml	816	343
res/drawable/abc_cab_background_internal_bg.xml	372	184
res/drawable/abc_cab_background_top_material.xml	336	174
res/drawable/abc_ic_ab_back_material.xml	692	380
res/drawable/abc_ic_arrow_drop_right_black_24dp.xml	1000	491
res/drawable/abc_ic_clear_material.xml	684	359
res/drawable/abc_ic_go_search_api_material.xml	640	340
res/drawable/abc_ic_menu_copy_mtrl_am_alpha.xml	756	403
res/drawable/abc_ic_menu_cut_mtrl_alpha.xml	1096	553
res/drawable/abc_ic_menu_overflow_material.xml	792	389
res/drawable/abc_ic_menu_paste_mtrl_am_alpha.xml	796	435
res/drawable/abc_ic_menu_selectall_mtrl_alpha.xml	920	471
res/drawable/abc_ic_menu_share_mtrl_alpha.xml	980	514
res/drawable/abc_ic_search_api_material.xml	812	451
res/drawable/abc_ic_voice_search_api_material.xml	828	455
res/drawable/abc_item_background_holo_dark.xml	1012	320
res/drawable/abc_item_background_holo_light.xml	1012	320
res/drawable/abc_list_selector_background_transition_holo_dark.xml	424	200
res/drawable/abc_list_selector_background_transition_holo_light.xml	424	200
res/drawable/abc_list_selector_holo_dark.xml	1064	339
res/drawable/abc_list_selector_holo_light.xml	1064	340
res/drawable/abc_ratingbar_indicator_material.xml	124	68
res/drawable/abc_ratingbar_material.xml	124	68
res/drawable/abc_ratingbar_small_material.xml	124	68
res/drawable/abc_seekbar_thumb_material.xml	1100	351
res/drawable/abc_seekbar_tick_mark_material.xml	516	245
res/drawable/abc_seekbar_track_material.xml	1408	423
res/drawable/abc_spinner_textfield_background_material.xml	1160	406
res/drawable/abc_star_black_48dp.xml	640	361
res/drawable/abc_star_half_black_48dp.xml	600	330
res/drawable/abc_switch_thumb_material.xml	464	231
res/drawable/abc_tab_indicator_material.xml	468	231
res/drawable/abc_text_cursor_material.xml	516	241
res/drawable/abc_textfield_search_material.xml	756	291
res/drawable/abc_vector_test.xml	612	332
res/drawable/achievement_bg.xml	664	290
res/drawable/admob_close_button_black_circle_white_cross.xml	988	471
res/drawable/admob_close_button_white_circle_black_cross.xml	988	472
res/drawable/answer_bg.xml	2772	536
res/drawable/answer_bg_border.xml	668	300
res/drawable/attended_bg.xml	776	276
res/drawable/avd_hide_password.xml	660	297
res/drawable/avd_show_password.xml	660	298
res/drawable/bg_dashedborder.xml	908	381
res/drawable/bg_rounded_gradient.xml	632	266
res/drawable/bg_shine.xml	460	232
res/drawable/blue_white_bg.xml	1148	447
res/drawable/bottom_view_bg.xml	628	279
res/drawable/bottomdailoggradient.xml	620	305
res/drawable/btn_checkbox_checked_mtrl.xml	2688	841
res/drawable/btn_checkbox_checked_to_unchecked_mtrl_animation.xml	688	304
res/drawable/btn_checkbox_unchecked_mtrl.xml	2660	831
res/drawable/btn_checkbox_unchecked_to_checked_mtrl_animation.xml	688	299
res/drawable/btn_radio_off_mtrl.xml	1728	704
res/drawable/btn_radio_off_to_on_mtrl_animation.xml	680	303
res/drawable/btn_radio_on_mtrl.xml	1656	680
res/drawable/btn_radio_on_to_off_mtrl_animation.xml	680	302
res/drawable/button_bg.xml	372	180
res/drawable/card_shadow.xml	2772	540
res/drawable/ccp_ic_arrow_drop_down.xml	640	342
res/drawable/circle_bg.xml	408	204
res/drawable/circle_orange_gradient.xml	568	271
res/drawable/circle_pink_gradient.xml	568	272
res/drawable/circle_shadow.xml	1352	515
res/drawable/circle_shadow_bg.xml	2908	551
res/drawable/com_facebook_auth_dialog_background.xml	596	282
res/drawable/com_facebook_auth_dialog_cancel_background.xml	972	332
res/drawable/com_facebook_auth_dialog_header_background.xml	596	286
res/drawable/com_facebook_button_background.xml	1360	405
res/drawable/com_facebook_button_icon.xml	1224	622
res/drawable/com_facebook_button_like_background.xml	1360	402
res/drawable/com_facebook_button_send_background.xml	1360	409
res/drawable/com_facebook_favicon_blue.xml	836	472
res/drawable/com_facebook_send_button_icon.xml	508	244
res/drawable/common_google_signin_btn_icon_dark.xml	588	259
res/drawable/common_google_signin_btn_icon_dark_focused.xml	892	374
res/drawable/common_google_signin_btn_icon_dark_normal.xml	548	258
res/drawable/common_google_signin_btn_icon_disabled.xml	1132	438
res/drawable/common_google_signin_btn_icon_light.xml	588	259
res/drawable/common_google_signin_btn_icon_light_focused.xml	892	372
res/drawable/common_google_signin_btn_icon_light_normal.xml	548	258
res/drawable/common_google_signin_btn_text_dark.xml	588	259
res/drawable/common_google_signin_btn_text_dark_focused.xml	892	374
res/drawable/common_google_signin_btn_text_dark_normal.xml	584	275
res/drawable/common_google_signin_btn_text_disabled.xml	1152	446
res/drawable/common_google_signin_btn_text_light.xml	588	260
res/drawable/common_google_signin_btn_text_light_focused.xml	892	373
res/drawable/common_google_signin_btn_text_light_normal.xml	584	276
res/drawable/complete_dailog.xml	2212	510
res/drawable/contest_price.xml	492	232
res/drawable/corner_gradient_bg.xml	568	273
res/drawable/correct_bg.xml	776	278
res/drawable/count_bg.xml	680	273
res/drawable/crown.xml	2732	1233
res/drawable/curser_drawable.xml	444	218
res/drawable/curv_corner_gradient_bg.xml	620	306
res/drawable/default_gradient_bg.xml	716	318
res/drawable/default_play_gradient.xml	768	346
res/drawable/design_fab_background.xml	372	184
res/drawable/design_ic_visibility.xml	540	279
res/drawable/design_ic_visibility_off.xml	1144	626
res/drawable/design_password_eye.xml	816	344
res/drawable/design_snackbar_background.xml	484	224
res/drawable/drop_shadow.xml	456	240
res/drawable/edittext.xml	2656	516
res/drawable/edt_bg.xml	632	267
res/drawable/facebook.png	3403	3403
res/drawable/fastscroll__default_bubble.xml	632	285
res/drawable/fastscroll__default_handle.xml	484	223
res/drawable/fb_bg.xml	2408	511
res/drawable/flag_afghanistan.png	1127	1127
res/drawable/flag_aland.png	124	124
res/drawable/flag_albania.png	863	863
res/drawable/flag_algeria.png	666	666
res/drawable/flag_american_samoa.png	1120	1120
res/drawable/flag_andorra.png	849	849
res/drawable/flag_angola.png	650	650
res/drawable/flag_anguilla.png	1365	1365
res/drawable/flag_antarctica.png	1513	1513
res/drawable/flag_antigua_and_barbuda.png	1066	1066
res/drawable/flag_argentina.png	328	328
res/drawable/flag_armenia.png	226	226
res/drawable/flag_aruba.png	463	463
res/drawable/flag_australia.png	1381	1381
res/drawable/flag_austria.png	129	129
res/drawable/flag_azerbaijan.png	453	453
res/drawable/flag_bahamas.png	377	377
res/drawable/flag_bahrain.png	379	379
res/drawable/flag_bangladesh.png	393	393
res/drawable/flag_barbados.png	509	509
res/drawable/flag_belarus.png	525	525
res/drawable/flag_belgium.png	141	141
res/drawable/flag_belize.png	1791	1791
res/drawable/flag_benin.png	196	196
res/drawable/flag_bermuda.png	1830	1830
res/drawable/flag_bhutan.png	2360	2360
res/drawable/flag_bolivia.png	902	902
res/drawable/flag_bosnia.png	720	720
res/drawable/flag_botswana.png	188	188
res/drawable/flag_brazil.png	1388	1388
res/drawable/flag_british_indian_ocean_territory.png	3202	3202
res/drawable/flag_british_virgin_islands.png	1803	1803
res/drawable/flag_brunei.png	1659	1659
res/drawable/flag_bulgaria.png	132	132
res/drawable/flag_burkina_faso.png	353	353
res/drawable/flag_burundi.png	1287	1287
res/drawable/flag_cambodia.png	1035	1035
res/drawable/flag_cameroon.png	298	298
res/drawable/flag_canada.png	477	477
res/drawable/flag_cape_verde.png	921	921
res/drawable/flag_cayman_islands.png	1748	1748
res/drawable/flag_central_african_republic.png	529	529
res/drawable/flag_chad.png	147	147
res/drawable/flag_chile.png	353	353
res/drawable/flag_china.png	473	473
res/drawable/flag_christmas_island.png	1156	1156
res/drawable/flag_cocos.png	572	572
res/drawable/flag_colombia.png	165	165
res/drawable/flag_comoros.png	813	813
res/drawable/flag_cook_islands.png	1634	1634
res/drawable/flag_costa_rica.png	156	156
res/drawable/flag_cote_divoire.png	126	126
res/drawable/flag_croatia.png	902	902
res/drawable/flag_cuba.png	648	648
res/drawable/flag_curacao.png	500	500
res/drawable/flag_cyprus.png	555	555
res/drawable/flag_czech_republic.png	438	438
res/drawable/flag_democratic_republic_of_the_congo.png	550	550
res/drawable/flag_denmark.png	182	182
res/drawable/flag_djibouti.png	544	544
res/drawable/flag_dominica.png	1113	1113
res/drawable/flag_dominican_republic.png	241	241
res/drawable/flag_ecuador.png	875	875
res/drawable/flag_egypt.png	331	331
res/drawable/flag_el_salvador.png	639	639
res/drawable/flag_equatorial_guinea.png	765	765
res/drawable/flag_eritrea.png	1138	1138
res/drawable/flag_estonia.png	159	159
res/drawable/flag_ethiopia.png	538	538
res/drawable/flag_falkland_islands.png	1800	1800
res/drawable/flag_faroe_islands.png	299	299
res/drawable/flag_fiji.png	1870	1870
res/drawable/flag_finland.png	186	186
res/drawable/flag_france.png	126	126
res/drawable/flag_french_polynesia.png	1075	1075
res/drawable/flag_gabon.png	205	205
res/drawable/flag_gambia.png	151	151
res/drawable/flag_georgia.png	645	645
res/drawable/flag_germany.png	195	195
res/drawable/flag_ghana.png	333	333
res/drawable/flag_gibraltar.png	758	758
res/drawable/flag_greece.png	317	317
res/drawable/flag_greenland.png	507	507
res/drawable/flag_grenada.png	891	891
res/drawable/flag_guadeloupe.png	106	106
res/drawable/flag_guam.png	793	793
res/drawable/flag_guatemala.png	842	842
res/drawable/flag_guernsey.png	178	178
res/drawable/flag_guinea.png	153	153
res/drawable/flag_guinea_bissau.png	318	318
res/drawable/flag_guyana.png	1067	1067
res/drawable/flag_guyane.png	438	438
res/drawable/flag_haiti.png	159	159
res/drawable/flag_honduras.png	251	251
res/drawable/flag_hong_kong.png	675	675
res/drawable/flag_hungary.png	131	131
res/drawable/flag_iceland.png	281	281
res/drawable/flag_india.png	452	452
res/drawable/flag_indonesia.png	119	119
res/drawable/flag_iran.png	812	812
res/drawable/flag_iraq.png	484	484
res/drawable/flag_iraq_new.png	426	426
res/drawable/flag_ireland.png	121	121
res/drawable/flag_isleof_man.png	847	847
res/drawable/flag_israel.png	486	486
res/drawable/flag_italy.png	124	124
res/drawable/flag_jamaica.png	824	824
res/drawable/flag_japan.png	461	461
res/drawable/flag_jersey.png	813	813
res/drawable/flag_jordan.png	513	513
res/drawable/flag_kazakhstan.png	801	801
res/drawable/flag_kenya.png	1079	1079
res/drawable/flag_kiribati.png	2082	2082
res/drawable/flag_kosovo.png	899	899
res/drawable/flag_kuwait.png	298	298
res/drawable/flag_kyrgyzstan.png	659	659
res/drawable/flag_laos.png	376	376
res/drawable/flag_latvia.png	154	154
res/drawable/flag_lebanon.png	607	607
res/drawable/flag_lesotho.png	442	442
res/drawable/flag_liberia.png	392	392
res/drawable/flag_libya.png	315	315
res/drawable/flag_liechtenstein.png	529	529
res/drawable/flag_lithuania.png	191	191
res/drawable/flag_luxembourg.png	131	131
res/drawable/flag_macao.png	1133	1133
res/drawable/flag_macedonia.png	1199	1199
res/drawable/flag_madagascar.png	159	159
res/drawable/flag_malawi.png	451	451
res/drawable/flag_malaysia.png	639	639
res/drawable/flag_maldives.png	393	393
res/drawable/flag_mali.png	150	150
res/drawable/flag_malta.png	330	330
res/drawable/flag_marshall_islands.png	1166	1166
res/drawable/flag_martinique.png	126	126
res/drawable/flag_mauritania.png	567	567
res/drawable/flag_mauritius.png	154	154
res/drawable/flag_mexico.png	1030	1030
res/drawable/flag_micronesia.png	447	447
res/drawable/flag_moldova.png	719	719
res/drawable/flag_monaco.png	154	154
res/drawable/flag_mongolia.png	359	359
res/drawable/flag_montserrat.png	1547	1547
res/drawable/flag_morocco.png	395	395
res/drawable/flag_mozambique.png	987	987
res/drawable/flag_myanmar.png	606	606
res/drawable/flag_namibia.png	1369	1369
res/drawable/flag_nauru.png	420	420
res/drawable/flag_nepal.png	1120	1120
res/drawable/flag_netherlands.png	178	178
res/drawable/flag_netherlands_antilles.png	225	225
res/drawable/flag_new_caledonia.png	121	121
res/drawable/flag_new_zealand.png	1480	1480
res/drawable/flag_nicaragua.png	542	542
res/drawable/flag_niger.png	264	264
res/drawable/flag_nigeria.png	132	132
res/drawable/flag_niue.png	1277	1277
res/drawable/flag_norfolk_island.png	378	378
res/drawable/flag_north_korea.png	456	456
res/drawable/flag_northern_mariana_islands.png	1984	1984
res/drawable/flag_norway.png	283	283
res/drawable/flag_of_montenegro.png	616	616
res/drawable/flag_oman.png	629	629
res/drawable/flag_pakistan.png	530	530
res/drawable/flag_palau.png	496	496
res/drawable/flag_palestine.png	406	406
res/drawable/flag_panama.png	571	571
res/drawable/flag_papua_new_guinea.png	1090	1090
res/drawable/flag_paraguay.png	581	581
res/drawable/flag_peru.png	135	135
res/drawable/flag_philippines.png	709	709
res/drawable/flag_pitcairn_islands.png	2126	2126
res/drawable/flag_poland.png	148	148
res/drawable/flag_portugal.png	1433	1433
res/drawable/flag_puerto_rico.png	744	744
res/drawable/flag_qatar.png	364	364
res/drawable/flag_republic_of_the_congo.png	480	480
res/drawable/flag_romania.png	151	151
res/drawable/flag_russian_federation.png	184	184
res/drawable/flag_rwanda.png	543	543
res/drawable/flag_saint_barthelemy.png	1440	1440
res/drawable/flag_saint_helena.png	851	851
res/drawable/flag_saint_kitts_and_nevis.png	987	987
res/drawable/flag_saint_lucia.png	729	729
res/drawable/flag_saint_martin.png	106	106
res/drawable/flag_saint_pierre.png	2916	2916
res/drawable/flag_saint_vicent_and_the_grenadines.png	383	383
res/drawable/flag_samoa.png	419	419
res/drawable/flag_san_marino.png	151	151
res/drawable/flag_sao_tome_and_principe.png	773	773
res/drawable/flag_saudi_arabia.png	918	918
res/drawable/flag_senegal.png	261	261
res/drawable/flag_serbia.png	917	917
res/drawable/flag_serbia_and_montenegro.png	162	162
res/drawable/flag_seychelles.png	889	889
res/drawable/flag_sierra_leone.png	200	200
res/drawable/flag_singapore.png	436	436
res/drawable/flag_sint_maarten.png	1363	1363
res/drawable/flag_slovakia.png	779	779
res/drawable/flag_slovenia.png	581	581
res/drawable/flag_soloman_islands.png	880	880
res/drawable/flag_somalia.png	389	389
res/drawable/flag_south_africa.png	993	993
res/drawable/flag_south_georgia.png	1772	1772
res/drawable/flag_south_korea.png	1304	1304
res/drawable/flag_south_sudan.png	774	774
res/drawable/flag_soviet_union.png	228	228
res/drawable/flag_spain.png	171	171
res/drawable/flag_sri_lanka.png	1423	1423
res/drawable/flag_sudan.png	444	444
res/drawable/flag_suriname.png	308	308
res/drawable/flag_swaziland.png	1465	1465
res/drawable/flag_sweden.png	210	210
res/drawable/flag_switzerland.png	250	250
res/drawable/flag_syria.png	379	379
res/drawable/flag_taiwan.png	463	463
res/drawable/flag_tajikistan.png	389	389
res/drawable/flag_tanzania.png	881	881
res/drawable/flag_thailand.png	155	155
res/drawable/flag_tibet.png	2840	2840
res/drawable/flag_timor_leste.png	738	738
res/drawable/flag_togo.png	424	424
res/drawable/flag_tokelau.png	552	552
res/drawable/flag_tonga.png	436	436
res/drawable/flag_transparent.png	85	85
res/drawable/flag_trinidad_and_tobago.png	836	836
res/drawable/flag_tunisia.png	598	598
res/drawable/flag_turkey.png	405	405
res/drawable/flag_turkmenistan.png	1627	1627
res/drawable/flag_turks_and_caicos_islands.png	1510	1510
res/drawable/flag_tuvalu.png	1715	1715
res/drawable/flag_uae.png	200	200
res/drawable/flag_uganda.png	552	552
res/drawable/flag_ukraine.png	119	119
res/drawable/flag_united_kingdom.png	1099	1099
res/drawable/flag_united_states_of_america.png	745	745
res/drawable/flag_uruguay.png	801	801
res/drawable/flag_us_virgin_islands.png	2605	2605
res/drawable/flag_uzbekistan.png	359	359
res/drawable/flag_vanuatu.png	887	887
res/drawable/flag_vatican_city.png	1394	1394
res/drawable/flag_venezuela.png	301	301
res/drawable/flag_vietnam.png	362	362
res/drawable/flag_wallis_and_futuna.png	680	680
res/drawable/flag_yemen.png	127	127
res/drawable/flag_zambia.png	494	494
res/drawable/flag_zimbabwe.png	987	987
res/drawable/forground_bg.xml	880	352
res/drawable/google_bg.xml	2408	511
res/drawable/gradient_bg.xml	456	233
res/drawable/gradient_cat_blue.xml	568	275
res/drawable/gradient_cat_green.xml	568	276
res/drawable/gradient_cat_orange.xml	568	276
res/drawable/gradient_cat_pink.xml	568	276
res/drawable/gradient_cat_sky.xml	568	274
res/drawable/gradient_category.xml	568	284
res/drawable/gradient_orange.xml	568	283
res/drawable/gradient_red_bg.xml	568	270
res/drawable/gradientcurve_bg.xml	568	273
res/drawable/gray_rec_bg.xml	568	275
res/drawable/green_white_bg.xml	1148	448
res/drawable/grey_curve_bg.xml	632	267
res/drawable/guest_bg.xml	2408	511
res/drawable/half_curved_blue.xml	2264	527
res/drawable/header_bg.xml	456	236
res/drawable/ic_about.xml	720	394
res/drawable/ic_account.xml	800	436
res/drawable/ic_android.xml	1232	603
res/drawable/ic_answerd.xml	756	397
res/drawable/ic_arrow_collapse.xml	596	324
res/drawable/ic_arrow_expand.xml	592	323
res/drawable/ic_attended_bg.xml	628	277
res/drawable/ic_back.xml	596	322
res/drawable/ic_backspace_black_24dp.xml	836	458
res/drawable/ic_baseline_arrow_forward_ios_24.xml	680	356
res/drawable/ic_baseline_check_24.xml	632	343
res/drawable/ic_baseline_close_24.xml	684	362
res/drawable/ic_baseline_delete_forever_24.xml	776	415
res/drawable/ic_baseline_menu_book_24.xml	1816	763
res/drawable/ic_baseline_play_circle_24.xml	680	376
res/drawable/ic_baseline_store_24.xml	672	373
res/drawable/ic_battle_quiz.xml	1800	702
res/drawable/ic_bookmarks.xml	720	392
res/drawable/ic_camera.xml	896	445
res/drawable/ic_check.xml	600	325
res/drawable/ic_clear_black_24dp.xml	648	343
res/drawable/ic_clock_black_24dp.xml	752	420
res/drawable/ic_close.xml	648	346
res/drawable/ic_coinsmax.xml	8708	1528
res/drawable/ic_contest.xml	3672	1253
res/drawable/ic_contest_quiz.xml	5940	1540
res/drawable/ic_contestplaceholder.xml	8732	3209
res/drawable/ic_cursor.png	2533	2533
res/drawable/ic_defeat.xml	15248	4431
res/drawable/ic_down.xml	600	330
res/drawable/ic_edit.xml	716	388
res/drawable/ic_expand.xml	592	322
res/drawable/ic_facebookimg.xml	856	427
res/drawable/ic_g_battle.xml	5208	2069
res/drawable/ic_google.xml	1504	647
res/drawable/ic_green.xml	596	312
res/drawable/ic_homelogo.xml	2592	1231
res/drawable/ic_info.xml	712	386
res/drawable/ic_introduction.xml	628	336
res/drawable/ic_invite.xml	716	396
res/drawable/ic_keyboard_black_24dp.xml	852	437
res/drawable/ic_language1.xml	876	514
res/drawable/ic_leaderboard.xml	700	385
res/drawable/ic_learning.xml	7160	2448
res/drawable/ic_logout.xml	776	438
res/drawable/ic_mark.xml	620	341
res/drawable/ic_mathquiz.xml	3864	1725
res/drawable/ic_maths.xml	12292	4465
res/drawable/ic_mtrl_checked_circle.xml	672	368
res/drawable/ic_mtrl_chip_checked_black.xml	600	322
res/drawable/ic_mtrl_chip_checked_circle.xml	940	448
res/drawable/ic_mtrl_chip_close_circle.xml	808	405
res/drawable/ic_new_coins.xml	2652	1077
res/drawable/ic_new_drawer.xml	1176	457
res/drawable/ic_new_leaderboard.xml	1392	685
res/drawable/ic_new_points.xml	3356	1113
res/drawable/ic_next.xml	596	329
res/drawable/ic_no_internet.xml	63216	22225
res/drawable/ic_not_answerd.xml	756	399
res/drawable/ic_notifications.xml	740	418
res/drawable/ic_notifications_none.xml	792	449
res/drawable/ic_onevsone.xml	7260	3150
res/drawable/ic_open.xml	672	375
res/drawable/ic_phoneimg.xml	968	473
res/drawable/ic_play.xml	720	395
res/drawable/ic_play_quiz.xml	756	427
res/drawable/ic_preview.xml	596	321
res/drawable/ic_privacy.xml	672	378
res/drawable/ic_profile.xml	672	366
res/drawable/ic_profile1.xml	832	452
res/drawable/ic_quiz_zone.xml	2908	865
res/drawable/ic_radio_check.xml	752	399
res/drawable/ic_radio_unchecked.xml	684	370
res/drawable/ic_random.xml	5632	2294
res/drawable/ic_ranka.xml	9208	3073
res/drawable/ic_rankb.xml	9580	3230
res/drawable/ic_rankc.xml	9844	3308
res/drawable/ic_ranking.xml	3916	1511
res/drawable/ic_red.xml	596	314
res/drawable/ic_referimage.xml	63488	12076
res/drawable/ic_report.xml	600	323
res/drawable/ic_sadpuppy.xml	10808	4127
res/drawable/ic_settings.xml	1420	654
res/drawable/ic_share.xml	980	517
res/drawable/ic_start.xml	608	310
res/drawable/ic_statistics.xml	616	343
res/drawable/ic_steps.xml	52048	12581
res/drawable/ic_terms.xml	752	401
res/drawable/ic_unmark.xml	656	362
res/drawable/ic_up.xml	596	329
res/drawable/ic_victory.xml	15136	4390
res/drawable/ic_vs.xml	2516	1132
res/drawable/ic_wave.xml	784	431
res/drawable/ic_zoom.xml	840	472
res/drawable/in_correct_bg.xml	776	279
res/drawable/instagram.png	48895	48895
res/drawable/language_curved.xml	1996	413
res/drawable/language_gradient.xml	2260	527
res/drawable/lb_profile_bg.xml	884	315
res/drawable/left_btn_bg.xml	668	295
res/drawable/logout_btn.xml	668	295
res/drawable/main_btn.xml	2772	540
res/drawable/main_screen_curved_bg.xml	2264	527
res/drawable/material_ic_calendar_black_24dp.xml	696	382
res/drawable/material_ic_clear_black_24dp.xml	752	376
res/drawable/material_ic_edit_black_24dp.xml	716	385
res/drawable/material_ic_keyboard_arrow_left_black_24dp.xml	712	374
res/drawable/material_ic_keyboard_arrow_right_black_24dp.xml	700	365
res/drawable/material_ic_menu_arrow_down_black_24dp.xml	648	335
res/drawable/material_ic_menu_arrow_up_black_24dp.xml	648	334
res/drawable/math_back.jpg	256017	256017
res/drawable/messenger_button_blue_bg_round.xml	1444	483
res/drawable/messenger_button_blue_bg_selector.xml	972	330
res/drawable/messenger_button_white_bg_round.xml	1444	481
res/drawable/messenger_button_white_bg_selector.xml	972	331
res/drawable/mtrl_dialog_background.xml	716	328
res/drawable/mtrl_dropdown_arrow.xml	464	230
res/drawable/mtrl_ic_arrow_drop_down.xml	564	300
res/drawable/mtrl_ic_arrow_drop_up.xml	564	299
res/drawable/mtrl_ic_cancel.xml	724	380
