path	size_bytes	compressed_bytes
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Fraktur/Regular/PUA.js	1081	640
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Greek/Bold/Main.js	1322	733
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Greek/BoldItalic/Main.js	2469	1236
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Greek/Italic/Main.js	2447	1231
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Greek/Regular/Main.js	1304	726
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/Arrows.js	1519	721
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/CombDiacritMarks.js	1208	683
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/CombDiactForSymbols.js	922	547
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/GeneralPunctuation.js	1293	713
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/GeometricShapes.js	1018	603
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/Latin1Supplement.js	1111	665
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/LatinExtendedA.js	908	542
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/LatinExtendedB.js	911	544
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/LetterlikeSymbols.js	1039	622
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/Main.js	4046	1902
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/MathOperators.js	2606	1154
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/MiscMathSymbolsA.js	944	559
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/MiscSymbols.js	1059	616
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/MiscTechnical.js	1047	605
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/SpacingModLetters.js	1132	652
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/SuppMathOperators.js	970	570
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Bold/SupplementalArrowsA.js	1091	612
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Italic/CombDiacritMarks.js	1171	672
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Italic/GeneralPunctuation.js	1068	618
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Italic/Latin1Supplement.js	913	536
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Italic/LetterlikeSymbols.js	922	546
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Italic/Main.js	3582	1708
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Regular/CombDiacritMarks.js	1205	690
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Regular/GeometricShapes.js	1010	588
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Regular/Main.js	7677	2933
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Regular/MiscSymbols.js	1057	606
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Main/Regular/SpacingModLetters.js	916	539
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Math/BoldItalic/Main.js	4120	1851
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Math/Italic/Main.js	4114	1824
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Bold/BasicLatin.js	2934	1374
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Bold/CombDiacritMarks.js	1195	663
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Bold/Main.js	1137	645
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Bold/Other.js	1366	763
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Italic/BasicLatin.js	2951	1414
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Italic/CombDiacritMarks.js	1187	663
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Italic/Main.js	1148	646
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Italic/Other.js	1381	770
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Regular/BasicLatin.js	2920	1372
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Regular/CombDiacritMarks.js	1191	655
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Regular/Main.js	1119	633
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/SansSerif/Regular/Other.js	1363	750
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Script/Regular/BasicLatin.js	1510	842
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Script/Regular/Main.js	1303	741
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Script/Regular/Other.js	889	524
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Size1/Regular/Main.js	2156	987
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Size2/Regular/Main.js	1999	913
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Size3/Regular/Main.js	1549	800
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Size4/Regular/Main.js	2291	1054
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Typewriter/Regular/BasicLatin.js	3140	1322
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Typewriter/Regular/CombDiacritMarks.js	1143	650
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Typewriter/Regular/Main.js	1124	630
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/Typewriter/Regular/Other.js	1296	710
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/WinChrome/Regular/Main.js	1307	760
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/WinIE6/Regular/AMS.js	1636	804
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/WinIE6/Regular/Bold.js	2355	1038
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/WinIE6/Regular/Main.js	3072	1306
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/fontdata-extra.js	4250	1286
assets/MathJax/jax/output/HTML-CSS/fonts/TeX/fontdata.js	44018	13414
assets/MathJax/jax/output/HTML-CSS/imageFonts.js	4637	2119
assets/MathJax/jax/output/HTML-CSS/jax.js	80047	24439
assets/MathJax/jax/output/NativeMML/config.js	1140	629
assets/MathJax/jax/output/NativeMML/jax.js	26920	8067
assets/MathJax/jax/output/PlainSource/config.js	1218	642
assets/MathJax/jax/output/PlainSource/jax.js	3770	1718
assets/MathJax/jax/output/PreviewHTML/config.js	1149	624
assets/MathJax/jax/output/PreviewHTML/jax.js	25413	8057
assets/MathJax/localization/ast/FontWarnings.js	2582	1128
assets/MathJax/localization/ast/HTML-CSS.js	1242	673
assets/MathJax/localization/ast/HelpDialog.js	2590	1324
assets/MathJax/localization/ast/MathML.js	2343	1146
assets/MathJax/localization/ast/MathMenu.js	4995	2139
assets/MathJax/localization/ast/TeX.js	5751	2352
assets/MathJax/localization/ast/ast.js	1686	921
assets/MathJax/localization/bcc/FontWarnings.js	849	501
assets/MathJax/localization/bcc/HTML-CSS.js	837	500
assets/MathJax/localization/bcc/HelpDialog.js	843	501
assets/MathJax/localization/bcc/MathML.js	831	496
assets/MathJax/localization/bcc/MathMenu.js	837	497
assets/MathJax/localization/bcc/TeX.js	13306	2760
assets/MathJax/localization/bcc/bcc.js	1989	860
assets/MathJax/localization/bg/FontWarnings.js	846	499
assets/MathJax/localization/bg/HTML-CSS.js	834	499
assets/MathJax/localization/bg/HelpDialog.js	840	500
assets/MathJax/localization/bg/MathML.js	828	494
assets/MathJax/localization/bg/MathMenu.js	2308	970
assets/MathJax/localization/bg/TeX.js	8098	1848
assets/MathJax/localization/bg/bg.js	2076	884
assets/MathJax/localization/br/FontWarnings.js	2173	980
assets/MathJax/localization/br/HTML-CSS.js	1214	659
assets/MathJax/localization/br/HelpDialog.js	1970	1067
assets/MathJax/localization/br/MathML.js	1260	690
assets/MathJax/localization/br/MathMenu.js	3473	1642
assets/MathJax/localization/br/TeX.js	5238	2167
assets/MathJax/localization/br/br.js	1685	870
assets/MathJax/localization/ca/FontWarnings.js	2700	1140
assets/MathJax/localization/ca/HTML-CSS.js	1149	649
assets/MathJax/localization/ca/HelpDialog.js	2676	1355
assets/MathJax/localization/ca/MathML.js	2326	1151
assets/MathJax/localization/ca/MathMenu.js	4900	2083
assets/MathJax/localization/ca/TeX.js	5583	2326
assets/MathJax/localization/ca/ca.js	1614	872
assets/MathJax/localization/cdo/FontWarnings.js	849	500
assets/MathJax/localization/cdo/HTML-CSS.js	837	500
assets/MathJax/localization/cdo/HelpDialog.js	843	501
assets/MathJax/localization/cdo/MathML.js	831	496
assets/MathJax/localization/cdo/MathMenu.js	837	497
assets/MathJax/localization/cdo/TeX.js	822	495
assets/MathJax/localization/cdo/cdo.js	1855	997
assets/MathJax/localization/ce/FontWarnings.js	846	499
assets/MathJax/localization/ce/HTML-CSS.js	834	498
assets/MathJax/localization/ce/HelpDialog.js	840	499
assets/MathJax/localization/ce/MathML.js	828	494
assets/MathJax/localization/ce/MathMenu.js	834	495
assets/MathJax/localization/ce/TeX.js	819	493
assets/MathJax/localization/ce/ce.js	1888	842
assets/MathJax/localization/cs/FontWarnings.js	2945	1226
assets/MathJax/localization/cs/HTML-CSS.js	1240	686
assets/MathJax/localization/cs/HelpDialog.js	2928	1369
assets/MathJax/localization/cs/MathML.js	2668	1217
assets/MathJax/localization/cs/MathMenu.js	5737	2234
assets/MathJax/localization/cs/TeX.js	6782	2442
assets/MathJax/localization/cs/cs.js	1789	955
assets/MathJax/localization/cy/FontWarnings.js	846	499
assets/MathJax/localization/cy/HTML-CSS.js	834	499
assets/MathJax/localization/cy/HelpDialog.js	840	500
assets/MathJax/localization/cy/MathML.js	828	495
assets/MathJax/localization/cy/MathMenu.js	834	496
assets/MathJax/localization/cy/TeX.js	819	494
assets/MathJax/localization/cy/cy.js	1395	775
assets/MathJax/localization/da/FontWarnings.js	2358	1085
assets/MathJax/localization/da/HTML-CSS.js	1211	668
assets/MathJax/localization/da/HelpDialog.js	2492	1278
assets/MathJax/localization/da/MathML.js	2242	1126
assets/MathJax/localization/da/MathMenu.js	4791	2076
assets/MathJax/localization/da/TeX.js	5395	2227
assets/MathJax/localization/da/da.js	1621	892
assets/MathJax/localization/de/FontWarnings.js	2405	1135
assets/MathJax/localization/de/HTML-CSS.js	1192	675
assets/MathJax/localization/de/HelpDialog.js	2523	1339
assets/MathJax/localization/de/MathML.js	2410	1151
assets/MathJax/localization/de/MathMenu.js	5016	2176
assets/MathJax/localization/de/TeX.js	5598	2338
assets/MathJax/localization/de/de.js	1602	895
assets/MathJax/localization/en/FontWarnings.js	2184	1008
assets/MathJax/localization/en/HTML-CSS.js	1111	618
assets/MathJax/localization/en/HelpDialog.js	2218	1179
assets/MathJax/localization/en/MathML.js	2059	1048
assets/MathJax/localization/en/MathMenu.js	4276	1878
assets/MathJax/localization/en/TeX.js	4883	2029
assets/MathJax/localization/en/en.js	1538	837
assets/MathJax/localization/eo/FontWarnings.js	846	498
assets/MathJax/localization/eo/HTML-CSS.js	834	498
assets/MathJax/localization/eo/HelpDialog.js	840	499
assets/MathJax/localization/eo/MathML.js	828	493
assets/MathJax/localization/eo/MathMenu.js	834	495
assets/MathJax/localization/eo/TeX.js	819	493
assets/MathJax/localization/eo/eo.js	1299	733
assets/MathJax/localization/es/FontWarnings.js	2466	1106
assets/MathJax/localization/es/HTML-CSS.js	1190	670
assets/MathJax/localization/es/HelpDialog.js	2587	1310
assets/MathJax/localization/es/MathML.js	2365	1148
assets/MathJax/localization/es/MathMenu.js	5176	2145
assets/MathJax/localization/es/TeX.js	5755	2364
assets/MathJax/localization/es/es.js	1691	915
assets/MathJax/localization/fa/FontWarnings.js	6853	1413
assets/MathJax/localization/fa/HTML-CSS.js	2040	763
assets/MathJax/localization/fa/HelpDialog.js	7573	1741
assets/MathJax/localization/fa/MathML.js	5832	1493
assets/MathJax/localization/fa/MathMenu.js	13900	2791
assets/MathJax/localization/fa/TeX.js	14008	2879
assets/MathJax/localization/fa/fa.js	2764	1048
assets/MathJax/localization/fi/FontWarnings.js	846	498
assets/MathJax/localization/fi/HTML-CSS.js	834	498
assets/MathJax/localization/fi/HelpDialog.js	840	499
assets/MathJax/localization/fi/MathML.js	828	494
assets/MathJax/localization/fi/MathMenu.js	2538	1254
assets/MathJax/localization/fi/TeX.js	819	493
assets/MathJax/localization/fi/fi.js	1636	884
assets/MathJax/localization/fr/FontWarnings.js	2642	1110
assets/MathJax/localization/fr/HTML-CSS.js	1244	681
assets/MathJax/localization/fr/HelpDialog.js	2742	1374
assets/MathJax/localization/fr/MathML.js	2470	1174
assets/MathJax/localization/fr/MathMenu.js	5178	2169
assets/MathJax/localization/fr/TeX.js	6886	2496
assets/MathJax/localization/fr/fr.js	1750	943
assets/MathJax/localization/gl/FontWarnings.js	846	499
assets/MathJax/localization/gl/HTML-CSS.js	1239	670
assets/MathJax/localization/gl/HelpDialog.js	840	499
assets/MathJax/localization/gl/MathML.js	828	495
assets/MathJax/localization/gl/MathMenu.js	834	496
assets/MathJax/localization/gl/TeX.js	819	493
assets/MathJax/localization/gl/gl.js	1676	908
assets/MathJax/localization/he/FontWarnings.js	5401	1221
assets/MathJax/localization/he/HTML-CSS.js	1777	730
assets/MathJax/localization/he/HelpDialog.js	6080	1497
assets/MathJax/localization/he/MathML.js	4686	1310
assets/MathJax/localization/he/MathMenu.js	11241	2484
assets/MathJax/localization/he/TeX.js	12789	2692
assets/MathJax/localization/he/he.js	2450	990
assets/MathJax/localization/ia/FontWarnings.js	2486	1083
assets/MathJax/localization/ia/HTML-CSS.js	834	498
assets/MathJax/localization/ia/HelpDialog.js	2426	1246
assets/MathJax/localization/ia/MathML.js	828	493
assets/MathJax/localization/ia/MathMenu.js	834	495
assets/MathJax/localization/ia/TeX.js	819	493
assets/MathJax/localization/ia/ia.js	1591	877
assets/MathJax/localization/it/FontWarnings.js	2341	1066
assets/MathJax/localization/it/HTML-CSS.js	1144	650
assets/MathJax/localization/it/HelpDialog.js	2403	1289
assets/MathJax/localization/it/MathML.js	2231	1126
assets/MathJax/localization/it/MathMenu.js	4673	2093
assets/MathJax/localization/it/TeX.js	5409	2277
assets/MathJax/localization/it/it.js	1612	874
assets/MathJax/localization/ja/FontWarnings.js	4701	1340
assets/MathJax/localization/ja/HTML-CSS.js	1509	724
assets/MathJax/localization/ja/HelpDialog.js	4166	1475
assets/MathJax/localization/ja/MathML.js	3966	1351
assets/MathJax/localization/ja/MathMenu.js	8053	2472
assets/MathJax/localization/ja/TeX.js	9848	2665
assets/MathJax/localization/ja/ja.js	2054	988
assets/MathJax/localization/kn/FontWarnings.js	8230	1562
assets/MathJax/localization/kn/HTML-CSS.js	2310	816
assets/MathJax/localization/kn/HelpDialog.js	4832	1288
assets/MathJax/localization/kn/MathML.js	2212	845
assets/MathJax/localization/kn/MathMenu.js	14705	2883
assets/MathJax/localization/kn/TeX.js	15345	3100
assets/MathJax/localization/kn/kn.js	3102	1067
assets/MathJax/localization/ko/FontWarnings.js	2277	974
assets/MathJax/localization/ko/HTML-CSS.js	1524	748
assets/MathJax/localization/ko/HelpDialog.js	1798	902
assets/MathJax/localization/ko/MathML.js	828	495
assets/MathJax/localization/ko/MathMenu.js	6112	2222
assets/MathJax/localization/ko/TeX.js	819	494
assets/MathJax/localization/ko/ko.js	1988	986
assets/MathJax/localization/lb/FontWarnings.js	846	499
assets/MathJax/localization/lb/HTML-CSS.js	834	499
assets/MathJax/localization/lb/HelpDialog.js	840	499
assets/MathJax/localization/lb/MathML.js	828	495
assets/MathJax/localization/lb/MathMenu.js	1496	842
assets/MathJax/localization/lb/TeX.js	819	494
assets/MathJax/localization/lb/lb.js	1252	732
assets/MathJax/localization/lki/FontWarnings.js	6856	1415
assets/MathJax/localization/lki/HTML-CSS.js	2043	764
assets/MathJax/localization/lki/HelpDialog.js	7576	1743
assets/MathJax/localization/lki/MathML.js	5835	1495
assets/MathJax/localization/lki/MathMenu.js	14078	2853
assets/MathJax/localization/lki/TeX.js	14011	2881
assets/MathJax/localization/lki/lki.js	1980	852
assets/MathJax/localization/lt/FontWarnings.js	2428	1066
assets/MathJax/localization/lt/HTML-CSS.js	1238	679
assets/MathJax/localization/lt/HelpDialog.js	2773	1340
assets/MathJax/localization/lt/MathML.js	2298	1100
assets/MathJax/localization/lt/MathMenu.js	5462	2160
assets/MathJax/localization/lt/TeX.js	6058	2338
assets/MathJax/localization/lt/lt.js	1538	854
assets/MathJax/localization/mk/FontWarnings.js	7970	1456
assets/MathJax/localization/mk/HTML-CSS.js	2061	772
assets/MathJax/localization/mk/HelpDialog.js	7576	1713
assets/MathJax/localization/mk/MathML.js	5676	1398
assets/MathJax/localization/mk/MathMenu.js	14160	2760
assets/MathJax/localization/mk/TeX.js	16926	2937
assets/MathJax/localization/mk/mk.js	3240	1097
assets/MathJax/localization/nl/FontWarnings.js	2418	1093
assets/MathJax/localization/nl/HTML-CSS.js	1218	676
assets/MathJax/localization/nl/HelpDialog.js	2402	1271
assets/MathJax/localization/nl/MathML.js	2327	1134
assets/MathJax/localization/nl/MathMenu.js	4802	2175
assets/MathJax/localization/nl/TeX.js	5484	2281
assets/MathJax/localization/nl/nl.js	1643	905
assets/MathJax/localization/oc/FontWarnings.js	846	499
assets/MathJax/localization/oc/HTML-CSS.js	834	498
assets/MathJax/localization/oc/HelpDialog.js	840	499
assets/MathJax/localization/oc/MathML.js	828	494
assets/MathJax/localization/oc/MathMenu.js	2651	1281
assets/MathJax/localization/oc/TeX.js	819	493
assets/MathJax/localization/oc/oc.js	1457	783
assets/MathJax/localization/pl/FontWarnings.js	2469	1109
assets/MathJax/localization/pl/HTML-CSS.js	1261	688
assets/MathJax/localization/pl/HelpDialog.js	2574	1292
assets/MathJax/localization/pl/MathML.js	2383	1141
assets/MathJax/localization/pl/MathMenu.js	5246	2230
assets/MathJax/localization/pl/TeX.js	6029	2433
assets/MathJax/localization/pl/pl.js	1874	1003
assets/MathJax/localization/pt-br/FontWarnings.js	2670	1143
assets/MathJax/localization/pt-br/HTML-CSS.js	1303	700
assets/MathJax/localization/pt-br/HelpDialog.js	2729	1366
assets/MathJax/localization/pt-br/MathML.js	2495	1191
assets/MathJax/localization/pt-br/MathMenu.js	5085	2158
assets/MathJax/localization/pt-br/TeX.js	5834	2337
assets/MathJax/localization/pt-br/pt-br.js	1802	961
assets/MathJax/localization/pt/FontWarnings.js	2676	1127
assets/MathJax/localization/pt/HTML-CSS.js	1294	695
assets/MathJax/localization/pt/HelpDialog.js	2714	1363
assets/MathJax/localization/pt/MathML.js	2473	1183
assets/MathJax/localization/pt/MathMenu.js	5076	2155
assets/MathJax/localization/pt/TeX.js	5866	2388
assets/MathJax/localization/pt/pt.js	1464	802
assets/MathJax/localization/qqq/FontWarnings.js	1868	750
assets/MathJax/localization/qqq/HTML-CSS.js	1547	695
assets/MathJax/localization/qqq/HelpDialog.js	2611	942
assets/MathJax/localization/qqq/MathML.js	2492	1045
assets/MathJax/localization/qqq/MathMenu.js	11562	3067
assets/MathJax/localization/qqq/TeX.js	18696	4111
assets/MathJax/localization/qqq/qqq.js	3242	1234
assets/MathJax/localization/ru/FontWarnings.js	6124	1378
assets/MathJax/localization/ru/HTML-CSS.js	2075	797
assets/MathJax/localization/ru/HelpDialog.js	5841	1544
assets/MathJax/localization/ru/MathML.js	5302	1370
assets/MathJax/localization/ru/MathMenu.js	14874	2950
assets/MathJax/localization/ru/TeX.js	15690	3024
assets/MathJax/localization/ru/ru.js	3233	1122
assets/MathJax/localization/scn/FontWarnings.js	2823	1154
assets/MathJax/localization/scn/HTML-CSS.js	1323	693
assets/MathJax/localization/scn/HelpDialog.js	2791	1344
assets/MathJax/localization/scn/MathML.js	2550	1197
assets/MathJax/localization/scn/MathMenu.js	5530	2258
assets/MathJax/localization/scn/TeX.js	6517	2412
assets/MathJax/localization/scn/scn.js	1567	811
assets/MathJax/localization/sco/FontWarnings.js	2182	1019
assets/MathJax/localization/sco/HTML-CSS.js	1111	623
assets/MathJax/localization/sco/HelpDialog.js	2234	1214
assets/MathJax/localization/sco/MathML.js	2059	1059
assets/MathJax/localization/sco/MathMenu.js	4273	1928
assets/MathJax/localization/sco/TeX.js	4922	2076
assets/MathJax/localization/sco/sco.js	1355	738
assets/MathJax/localization/sl/FontWarnings.js	2296	1069
assets/MathJax/localization/sl/HTML-CSS.js	1190	679
assets/MathJax/localization/sl/HelpDialog.js	2360	1258
assets/MathJax/localization/sl/MathML.js	2317	1144
assets/MathJax/localization/sl/MathMenu.js	4447	2033
assets/MathJax/localization/sl/TeX.js	5185	2232
assets/MathJax/localization/sl/sl.js	1703	940
assets/MathJax/localization/sv/FontWarnings.js	2508	1077
assets/MathJax/localization/sv/HTML-CSS.js	1230	669
assets/MathJax/localization/sv/HelpDialog.js	2613	1294
assets/MathJax/localization/sv/MathML.js	2362	1101
assets/MathJax/localization/sv/MathMenu.js	4898	2097
assets/MathJax/localization/sv/TeX.js	5688	2255
assets/MathJax/localization/sv/sv.js	1634	893
assets/MathJax/localization/tr/FontWarnings.js	846	498
assets/MathJax/localization/tr/HTML-CSS.js	834	498
assets/MathJax/localization/tr/HelpDialog.js	840	499
assets/MathJax/localization/tr/MathML.js	828	494
assets/MathJax/localization/tr/MathMenu.js	834	495
assets/MathJax/localization/tr/TeX.js	819	493
assets/MathJax/localization/tr/tr.js	1320	730
assets/MathJax/localization/uk/FontWarnings.js	7934	1560
assets/MathJax/localization/uk/HTML-CSS.js	2111	779
assets/MathJax/localization/uk/HelpDialog.js	7609	1797
assets/MathJax/localization/uk/MathML.js	6424	1527
assets/MathJax/localization/uk/MathMenu.js	14064	2800
assets/MathJax/localization/uk/TeX.js	16801	3121
assets/MathJax/localization/uk/uk.js	3372	1163
assets/MathJax/localization/vi/FontWarnings.js	3726	1206
assets/MathJax/localization/vi/HTML-CSS.js	1356	696
assets/MathJax/localization/vi/HelpDialog.js	3603	1406
assets/MathJax/localization/vi/MathML.js	2831	1155
assets/MathJax/localization/vi/MathMenu.js	7045	2343
assets/MathJax/localization/vi/TeX.js	7968	2507
assets/MathJax/localization/vi/vi.js	1902	953
assets/MathJax/localization/zh-hans/FontWarnings.js	3000	1219
assets/MathJax/localization/zh-hans/HTML-CSS.js	1409	767
assets/MathJax/localization/zh-hans/HelpDialog.js	3199	1483
assets/MathJax/localization/zh-hans/MathML.js	2762	1273
assets/MathJax/localization/zh-hans/MathMenu.js	5824	2358
assets/MathJax/localization/zh-hans/TeX.js	5744	2240
assets/MathJax/localization/zh-hans/zh-hans.js	1853	985
assets/MathJax/package.json	662	343
assets/audience_network.dex	3407012	1631671
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_255	145	63
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_27	102	51
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_30	97	49
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_31	238	139
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_34	193	104
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_350	86	42
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_351	202	86
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_352	113	65
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_358	273	122
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_359	205	81
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_36	133	59
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_372	189	73
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_373	159	74
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_375	113	59
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_380	328	141
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_381	280	117
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_385	234	86
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_39	207	92
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_43	934	270
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_44	364	154
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_49	12125	1172
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_505	93	50
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_506	93	44
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_52	215	113
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_54	435	228
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_55	119	77
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_58	93	44
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_595	312	167
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_61	215	87
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_62	379	128
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_63	86	42
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_64	152	78
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_66	86	42
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_675	96	51
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_676	90	50
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_679	96	51
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_7	645	248
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_81	228	86
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_84	199	82
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_855	105	50
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_856	163	63
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_90	179	98
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_91	1768	412
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_94	181	80
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_95	94	51
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_971	96	52
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_972	109	60
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberAlternateFormatsProto_995	353	117
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_800	294	98
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_808	294	96
assets/io/michaelrocks/libphonenumber/android/data/PhoneNumberMetadataProto_870	343	144
